id,user_posted,name,description,date_posted,photos,videos,url,quoted_post,tagged_users,replies,reposts,likes,views,external_url,hashtags,followers,biography,posts_count,profile_image_link,following,is_verified,quotes,bookmarks,parent_post_details,cleaned_description,hour,day_of_week,engagement_score,engagement_rate,virality_score,num_hashtags,popularity_score
1785643373317017739,boriberac,Borja Ribera 🇳🇦,"Molt fan de la penya que intenta convèncer-te de que entre València i Barcelona SÍ hi ha tren d'alta velocitat https:// renfe.com/es/es/viajar/i nformacion-util/mapas-y-lineas/ave-y-larga-distancia?s_kwcid=AL!11457!3!!!!x!!&gad_source=1&gclid=Cj0KCQjw0MexBhD3ARIsAEI3WHLsy4HGCLwHvUB5Jvb1IAbmSNlECZTeq4v7RYCljM4d7QXAoyEGXPUaAodAEALw_wcB … España tiene la red de alta velocidad más larga de Europa: 4.000 km. Pero eso no incluye los 350 km que separan la 2ª área metropolitana más poblada (Barcelona, 3'5 millones) de la 3ª (València, 1'5 millones). Qué cosas, ¿eh? x.com/NickLovesSpain…",,['https://pbs.twimg.com/media/GMfg7EuXEAAZmP-.jpg'],[],https://x.com/boriberac/status/1785643373317017739,"{""data_posted"":null,""description"":""España tiene la red de alta velocidad más larga de Europa: 4.000 km. Pero eso no incluye los 350 km que separan la 2ª área metropolitana más poblada (Barcelona, 3'5 millones) de la 3ª (València, 1'5 millones). Qué cosas, ¿eh?"",""photos"":null,""post_id"":""1785252155886084192"",""profile_id"":""boriberac"",""profile_name"":""Borja Ribera 🇳🇦"",""url"":""https://x.com/boriberac/status/1785252155886084192"",""videos"":null}",Non spécifié,20,104,348,44661.0,https://www.renfe.com/es/es/viajar/informacion-util/mapas-y-lineas/ave-y-larga-distancia?s_kwcid=AL!11457!3!!!!x!!&gad_source=1&gclid=Cj0KCQjw0MexBhD3ARIsAEI3WHLsy4HGCLwHvUB5Jvb1IAbmSNlECZTeq4v7RYCljM4d7QXAoyEGXPUaAodAEALw_wcB,[],1397,Doctor en Història Contemporània. De vegades escric coses. «No faces de la teua ignorància un argument».,3859,https://pbs.twimg.com/profile_images/1696469319251566592/cPY9UwVj_normal.jpg,2750,False,13,11,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," molt fan de la penya que intenta convèncer-te de que entre valència i barcelona sí hi ha tren d'alta velocitat renfe.com/es/es/viajar/i nformacion-util/mapas-y-lineas/ave-y-larga-distancia?s_kwcid=al!11457!3!x!&gad_source=1&gclid=cj0kcqjw0mexbhd3arisaei3whlsy4hgclwhvub5jvb1iabmsnleczteq4v7rycljm4d7qxaoyegxpuaaodaealw_wcb … españa tiene la red de alta velocidad más larga de europa: 4.000 km. pero eso no incluye los 350 km que separan la 2ª área metropolitana más poblada (barcelona, 3'5 millones) de la 3ª (valència, 1'5 millones). qué cosas, ¿eh? x.com/nicklovesspain…",,,600,0.4291845493562232,0.013434239398146076,0,586.0
1749864782612533259,farzam___,Farzam Dorostkar🇮🇷,تیم ملی متعلق به مردمه,,"['https://pbs.twimg.com/media/GEjEvltWYAEwC4R.jpg', 'https://pbs.twimg.com/media/GEjEvltWQAABXEW.jpg', 'https://pbs.twimg.com/media/GEjEvlsXoAEILaM.jpg', 'https://pbs.twimg.com/media/GEjEvltXAAAs3de.jpg']",[],https://x.com/farzam___/status/1749864782612533259,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,7,6,67,1940.0,Non disponible,[],1095,PhD in Computer Engineering,18035,https://pbs.twimg.com/profile_images/1761648484812275712/LcKif_my_normal.jpg,1973,False,1,2,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", تیم ملی متعلق به مردمه,,,89,0.0812043795620438,0.04585265327150953,0,89.5
1776981933328572801,FeministLetter,Naturalized Alien,"I’m honestly not interested in the idiotic disinformation going around that there is “finally” “independent” scientists involved in the study of the #NazcaMummies , simply because they’re Americans. Do NOT listen to/unfollow these ignorant, disrespectful people. #ufotwitter",,['https://pbs.twimg.com/media/GKkbpW4XwAENpty.jpg'],[],https://x.com/FeministLetter/status/1776981933328572801,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,5,2,31,1518.0,Non disponible,"['NazcaMummies', 'ufotwitter']",939,🇺🇸🇵🇪🇪🇸🕊️🍉Creator & CEO @ OMNIA LLC | Founder @ PachamamaFund | Linguist | Theorizing feminist critical theory | L’affaire des momies de Nazca,9469,https://pbs.twimg.com/profile_images/1721277794905382912/VLPfgcyu_normal.jpg,550,False,0,4,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," i’m honestly not interested in the idiotic disinformation going around that there is “finally” “independent” scientists involved in the study of the , simply because they’re americans. do not listen to/unfollow these ignorant, disrespectful people.",,,44,0.04680851063829787,0.028966425279789335,0,42.5
1714975406305018366,jcowling7777,@lookingglass 🇵🇸 💞🌹,"@POTUS you really fucked UP bad! #GenocideJoe Anglican Archbishop Hosam Naoum says the Baptist Hospital in Gaza was called by the Israeli military three days in a row on Saturday, Sunday, and Monday, warning them that the hospital would be hit by Israel. It was then bombed on Tuesday.",,[],[],https://x.com/jcowling7777/status/1714975406305018366,"{""data_posted"":null,""description"":""Anglican Archbishop Hosam Naoum says the Baptist Hospital in Gaza was called by the Israeli military three days in a row on Saturday, Sunday, and Monday, warning them that the hospital would be hit by Israel.\n\nIt was then bombed on Tuesday.\nhttps://t.co/OCpcONAFlw"",""photos"":null,""post_id"":""1714970229019725957"",""profile_id"":""Lowkey0nline"",""profile_name"":""Lowkey"",""url"":""https://x.com/Lowkey0nline/status/1714970229019725957"",""videos"":[""https://video.twimg.com/ext_tw_video/1714845408923365376/pu/vid/avc1/1920x1080/cPy3yrCnbj0sXp_u.mp4?tag=14""]}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1349149096909668363"",""profile_name"":""President Biden"",""url"":""https://x.com/POTUS""}]",1,10,10,614.0,Non disponible,['GenocideJoe'],686,"resolute 🇮🇪 🇵🇸 #FreePalestine Think of others.  #IsraelTerrorism #IsraelCrimes #GenocideinGaza 
#NotInOurName #GazaGenicide
https://t.co/ET3dUq7rrO",90267,https://pbs.twimg.com/profile_images/1783591770451808256/0zm0G3ES_normal.jpg,1162,False,0,2,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," you really fucked up bad! anglican archbishop hosam naoum says the baptist hospital in gaza was called by the israeli military three days in a row on saturday, sunday, and monday, warning them that the hospital would be hit by israel. it was then bombed on tuesday.",,,33,0.048034934497816595,0.05365853658536585,0,31.5
1812945293597679751,oarfish_lover,oarfish_lover🍉,#Funamusea : A deeper look into the Idate and Tatsumiya commission,,['https://pbs.twimg.com/media/GSjgIoTbIAQ-w-y.jpg'],[],https://x.com/oarfish_lover/status/1812945293597679751,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,12,69,578,12739.0,Non disponible,['Funamusea'],257,sussed2x….mw with babagurl,5844,https://pbs.twimg.com/profile_images/1810770043145498624/AHBIR08p_normal.jpg,96,False,8,101,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", : a deeper look into the idate and tatsumiya commission,,,837,3.244186046511628,0.06569858712715855,0,734.0
1761431077854286315,SweeneySteve,Steve Sweeney,"Today Ukrainian forces bombed a wedding in the centre of Donetsk as they continue acts of terror against civilians using Western weapons. This is yet another war crime, as Kiev continues to act with impunity.",,[],['https://video.twimg.com/ext_tw_video/1761430805132259328/pu/vid/avc1/848x464/1BODNKcYxfXqOOHX.mp4?tag=12'],https://x.com/SweeneySteve/status/1761431077854286315,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,71,212,503,48406.0,Non disponible,[],18587,"War correspondent/conflict journalist. Anti-imperialist. Reports from the ground on global liberation movements, press freedom & resistance.",16807,https://pbs.twimg.com/profile_images/1822317302462771200/oxcOmIFV_normal.jpg,5483,False,27,27,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," today ukrainian forces bombed a wedding in the centre of donetsk as they continue acts of terror against civilians using western weapons. this is yet another war crime, as kiev continues to act with impunity.",,,1052,0.05659565310953303,0.02173239407523705,0,1033.5
1772640621087293765,isuckgetodickfr,mads,tell me y’all fw renga or i deactivate yes this was made in capcut thank you grace #renga #SK8THEINFINITY,,[],['https://video.twimg.com/ext_tw_video/1772640586194886656/pu/vid/avc1/720x720/fvOEqOT-GV_iLhRE.mp4?tag=12'],https://x.com/isuckgetodickfr/status/1772640621087293765,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,7,6,46,2724.0,Non disponible,"['renga', 'SK8THEINFINITY']",289,"sometimes, you shine so brightly, i must look away",6574,https://pbs.twimg.com/profile_images/1807989365517303808/sAzGJS4D_normal.jpg,335,False,3,12,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", tell me y’all fw renga or i deactivate yes this was made in capcut thank you grace,,,80,0.27586206896551724,0.029357798165137616,0,68.5
1731342376445112388,hassnoself,ح,my game changer,,['https://pbs.twimg.com/media/GAb2ttxXkAAmJhi.jpg'],[],https://x.com/hassnoself/status/1731342376445112388,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,2,106,1450,66335.0,Non disponible,[],741,"I am dead, yet I live. 🇵🇸",77449,https://pbs.twimg.com/profile_images/1519774070723776523/L_gFToce_normal.jpg,492,False,1,18,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", my game changer,,,1683,2.2681940700808627,0.02537083936324168,0,1665.0
1719317667822051588,beemsterbuma,Toon Beemsterboer,"Westerse landen geven Israël een ""vrijbrief voor genocide"" in Gaza, waarschuwt de prominente Israëlische historicus Avi Shlaim. In dit uitgebreide interview met de Spaanse krant El Pais uit hij felle kritiek op de westerse eenzijdigheid en hypocrisie.",,[],[],https://x.com/beemsterbuma/status/1719317667822051588,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,38,167,312,21489.0,https://english.elpais.com/international/2023-10-23/israeli-british-historian-avi-shlaim-western-powers-will-be-complicit-in-israels-attack-on-gaza.html,[],3297,"Mediaredacteur @nrc. Eerder was ik Turkije-correspondent (2017-2023), Midden-Oostenredacteur (2013-2017) en Afrikaredacteur (2010-2013) bij dezelfde krant",16871,https://pbs.twimg.com/profile_images/489729480395476992/m6A-p2RZ_normal.jpeg,2042,False,14,27,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," westerse landen geven israël een ""vrijbrief voor genocide"" in gaza, waarschuwt de prominente israëlische historicus avi shlaim. in dit uitgebreide interview met de spaanse krant el pais uit hij felle kritiek op de westerse eenzijdigheid en hypocrisie.",,,725,0.21983020012128562,0.03373662168450442,0,703.0
1721685906287988911,freedspch_GenXZ,FREEDOM_OF_SPEECH,Jewish Israeli son of Holocaust survivors explains...,,[],['https://video.twimg.com/ext_tw_video/1721685823043633152/pu/vid/avc1/720x1274/geH7Tov_v9RapyxH.mp4?tag=12'],https://x.com/freedspch_GenXZ/status/1721685906287988911,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""965451112395415552"",""profile_name"":""Sam Parker-ucas Gage🇺🇲"",""url"":""https://x.com/SamParkerSenate""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""2432310906"",""profile_name"":""Lucas Gage"",""url"":""https://x.com/Lucas_Gage_""}]",9,360,755,28362.0,Non disponible,[],7064,"Truth & freedom seeker,  Freedom of expression, NO WAR, NO GENOCIDE, 
“To deny people their human rights is to challenge their very humanity.” — Nelson Mandel",33448,https://pbs.twimg.com/profile_images/1712283842831085568/tJth8Vk-_normal.jpg,6442,False,20,78,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", jewish israeli son of holocaust survivors explains.,,,1582,0.22392073602264684,0.055776892430278883,0,1488.5
1757097556876652932,keidekay,End the Duopoly #AusterityKills,"It is poisoning, from petrochemicals. Microplastics, PFOAs, pesticides, weed killers... All of it toxic. DuPont knew in 1965! There is no mystery, here.",,[],[],https://x.com/keidekay/status/1757097556876652932,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""260478229"",""profile_name"":""David Wallace-Wells"",""url"":""https://x.com/dwallacewells""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""945182550"",""profile_name"":""The local communist 🇵🇸☭ #FreePalestine"",""url"":""https://x.com/wrkinclass4evr""}]",2,5,89,5102.0,Non disponible,[],3646,"3 legs support the duopoly. @GOP, @TheDemocrats & voters. If any of those legs is removed, the system topples. (https://t.co/TQyAHN2qEQ)


https://t.co/qx82mHaGvH",238481,https://pbs.twimg.com/profile_images/1419397194344448001/QSwRRZgL_normal.jpg,2512,False,1,1,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," it is poisoning, from petrochemicals. microplastics, pfoas, pesticides, weed killers. all of it toxic. dupont knew in 1965! there is no mystery, here.",,,103,0.028242391006306555,0.020184205369390553,0,102.0
1721220972454215711,alMadzhar,Al Madzhar,Racism is the root cause of all this. The seed that sprouts to racism is Kibr (pride). Pride is the first sin. The sin of Satan.,,[],[],https://x.com/alMadzhar/status/1721220972454215711,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""911650432942002176"",""profile_name"":""Mohammed Hijab"",""url"":""https://x.com/mohammed_hijab""}]",5,9,66,5245.0,Non disponible,[],598,Blogging about Islam and Health.Physical Therapist. Social and Serial Entrepreneur. From Bangsamoro. Tausug.,24415,https://pbs.twimg.com/profile_images/1803394720867000322/t6pRhBmS_normal.jpg,1248,False,1,3,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", racism is the root cause of all this. the seed that sprouts to racism is kibr (pride). pride is the first sin. the sin of satan.,,,93,0.15525876460767946,0.017727792603888678,0,91.5
1789392032198185138,ur4palestine,University-Rosedale for Palestine,"Today, tomorrow, forever. #BDS #ArmsEmbargoOnIsrael #CeasefireNOW #EndTheOccupation #Free",,['https://pbs.twimg.com/media/GNUyFuZW4AANekl.jpg'],[],https://x.com/ur4palestine/status/1789392032198185138,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,10,25,58,1345.0,Non disponible,"['BDS', 'ArmsEmbargoOnIsrael', 'CeasefireNOW', 'EndTheOccupation', 'Free']",437,"We are residents of University-Rosedale, united for a free Palestine 🇵🇸. Check us out and join the movement at https://t.co/vUgOEBBXxN",1434,https://pbs.twimg.com/profile_images/1754895935207821312/cu424weX_normal.jpg,379,False,2,1,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," today, tomorrow, forever.",,,121,0.2762557077625571,0.08989598811292719,0,123.0
1778229350720012558,judyrebick,judyrebick,Another good investigative piece from The Breach Stephen Harper’s firm behind spy tech Israel is using to target Gazans ⋆ The Breach,,[],[],https://x.com/judyrebick/status/1778229350720012558,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,7,101,114,5662.0,https://breachmedia.ca/stephen-harpers-firm-behind-spy-tech-israel-is-using-to-target-gazans/,[],14479,"Writer, activist , New book Heroes in my Head. https://t.co/KL8E5XrZUH",49432,https://pbs.twimg.com/profile_images/1596705450967404544/oekV9hmQ_normal.jpg,5755,False,5,15,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", another good investigative piece from the breach stephen harper’s firm behind spy tech israel is using to target gazans ⋆ the breach,,,343,0.023687845303867403,0.06056860321384425,0,326.5
1747063385894834526,NomadCoder10,Decoding Truth,Can any Muslim explain this : @nuriyahk @ImtiazMadmood @Mobisax23 @Daffodil27 @geostylegeo @RonEng1ish @Dexter37151 @KimmyBaby1963 @atterbury95709 @Lilith_Atheist @NiliSaar72,,['https://pbs.twimg.com/media/GD7OzJ9aQAAVfVl.jpg'],[],https://x.com/NomadCoder10/status/1747063385894834526,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""611715066"",""profile_name"":""Nuriyah Khan"",""url"":""https://x.com/nuriyahk""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""927513257946083329"",""profile_name"":""Imtiaz Mahmood"",""url"":""https://x.com/ImtiazMadmood""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1816113842146922496"",""profile_name"":""Dr. Jonah Abel 🇮🇱"",""url"":""https://x.com/Mobisax23""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""935399508"",""profile_name"":""Violet"",""url"":""https://x.com/Daffodil27""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""18584590"",""profile_name"":""George Styles"",""url"":""https://x.com/geostylegeo""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""186037135"",""profile_name"":""🇬🇧RonEnglish🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿"",""url"":""https://x.com/RonEng1ish""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1426410944641605635"",""profile_name"":""Dexter37 🇬🇧🇫🇷🇮🇱🇧🇪🍫🧀"",""url"":""https://x.com/Dexter37151""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1327721707998760960"",""profile_name"":""Stanley Peach"",""url"":""https://x.com/KimmyBaby1963""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1680115415605817344"",""profile_name"":""Tancred of Galilee"",""url"":""https://x.com/atterbury95709""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1279717723543687173"",""profile_name"":""Lilith"",""url"":""https://x.com/Lilith_Atheist""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1199807197540241408"",""profile_name"":""🎗️🧡 נילי Nil"",""url"":""https://x.com/NiliSaar72""}]",1,2,3,198.0,Non disponible,[],288,"Programmer
#FACTHEALER
Anti-Cults/religions
Trying to ask the right questions.
Hypothesis = Religion makes people sound and act stupid .
sampling response data",6037,https://pbs.twimg.com/profile_images/1736458770560270336/pKufQzcW_normal.jpg,792,False,0,1,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", can any muslim explain this :,,,9,0.031141868512110725,0.04522613065326633,0,8.5
1740553089663557713,raw9007,🇰🇼🔻روان الفضلي Rawan,Israel killing and kidnapping Yemeni Jews!,,[],['https://video.twimg.com/ext_tw_video/1740475436923334656/pu/vid/avc1/576x1024/iCwpluvKlhQkDt3H.mp4?tag=12'],https://x.com/raw9007/status/1740553089663557713,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""986232040021549056"",""profile_name"":""Marina Medvin 🇺🇸"",""url"":""https://x.com/MarinaMedvin""}]",0,3,5,1437.0,Non disponible,[],225,Proud Kuwaiti.                                            #FreePalestine🇵🇸                                                   A Tennis Player.  A Traveler.,13481,https://pbs.twimg.com/profile_images/1830973985632227328/O8Y8tvMS_normal.jpg,803,False,2,3,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", israel killing and kidnapping yemeni jews!,,,16,0.07079646017699115,0.011126564673157162,0,11.0
1777476290528121310,ca75638289,JC 🇵🇸,"America , Britain and the likes fully understand and support this.",,['https://pbs.twimg.com/media/GKrdQxBaAAIX7M0.jpg'],[],https://x.com/ca75638289/status/1777476290528121310,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1151913018936053760"",""profile_name"":""Jackson Hinkle 🇺🇸"",""url"":""https://x.com/jacksonhinklle""}]",28,159,409,49721.0,Non disponible,[],1964,"Our Lord, give us in this world that which is good and in the Hereafter that which is good and protect us from the punishment of the Fire. Quran 2:201",44086,https://pbs.twimg.com/profile_images/1719331083655770112/7IQUBf8__normal.jpg,2281,False,6,43,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," america , britain and the likes fully understand and support this.",,,804,0.40916030534351144,0.016169904669965006,0,769.0
1710875677246066988,calotterypress,CA Lottery Press,"#BreakingNews again! Another big winning #Powerball ticket sold in Northern CA. This time a ticket sold at Town & Country Market on Post in San Francisco is worth $1.3+ million. That, and no #jackpot winners, so #CaliforniaEducation keeps on winning…",,[],[],https://x.com/calotterypress/status/1710875677246066988,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,2,5,9,2238.0,https://www.calottery.com/draw-games/powerball,"['BreakingNews', 'Powerball', 'jackpot', 'CaliforniaEducation']",2235,Official handle for the press team @CALottery; reach us at pio@calottery.com or visit  https://t.co/cLzsroU7KO…,918,https://pbs.twimg.com/profile_images/1333452940758040584/xLC0l2R4_normal.png,826,False,1,1,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," again! another big winning ticket sold in northern ca. this time a ticket sold at town & country market on post in san francisco is worth $1.3+ million. that, and no winners, so keeps on winning…",,,23,0.010286225402504472,0.01027244305493524,0,22.0
1756532046149910564,paddygibson,Padraic Gibson,"Back on the streets on Gadigal land at the weekly demonstration against genocide in Palestine. Thousands are still marching, this week pressing urgent demands against cuts to UNRWA funding and the planned assault on Rafah",,['https://pbs.twimg.com/media/GGB0lMxacAAoi9M.jpg'],[],https://x.com/paddygibson/status/1756532046149910564,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,1,93,322,7498.0,Non disponible,[],9390,"Socialist with https://t.co/b9yiDLSZrw - Historian, Associate Prof. with Jumbunna at UTS - 🗣 unAustralian Marxism https://t.co/VHsxlvudTI",27486,https://pbs.twimg.com/profile_images/1728270263186587648/2yATH8Es_normal.jpg,4061,False,5,1,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," back on the streets on gadigal land at the weekly demonstration against genocide in palestine. thousands are still marching, this week pressing urgent demands against cuts to unrwa funding and the planned assault on rafah",,,515,0.05483974017676499,0.06867582344312576,0,509.5
1768709885170962594,KMohsinHan,Mohsin Khan,It's alarming that Netanyahu sees the evacuation of civilians as a military operation. This indicates a callous disregard for the lives of innocent Palestinians caught in the conflict,,[],[],https://x.com/KMohsinHan/status/1768709885170962594,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""848279118"",""profile_name"":""Khalissee"",""url"":""https://x.com/Kahlissee""}]",89,202,1969,79222.0,Non disponible,[],2593,"🇵🇸 Let's contribute your small part in raising your voice for freedom of innocent Palestinian 

🇵🇸 There should be no compromise on freedom of speech🇵🇸",42505,https://pbs.twimg.com/profile_images/1308310087245729794/8_y5Qjcr_normal.jpg,3737,False,7,11,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", it's alarming that netanyahu sees the evacuation of civilians as a military operation. this indicates a callous disregard for the lives of innocent palestinians caught in the conflict,,,2480,0.9560524286815728,0.03130404049329109,0,2506.5
1744962789888708800,juhuuri,𓂆 🇵🇸 ✡︎,we ♡ you KIKUO!!!,,[],['https://video.twimg.com/ext_tw_video/1744962592706084864/pu/vid/avc1/720x1280/5QgfdIUVuo5zLeYU.mp4?tag=12'],https://x.com/juhuuri/status/1744962789888708800,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""181634017"",""profile_name"":""きくお"",""url"":""https://x.com/kikuo_sound""}]",1,8,74,2291.0,Non disponible,[],356,daloy polizei,38845,https://pbs.twimg.com/profile_images/1733358994339581952/VoDpIedx_normal.jpg,1763,False,1,12,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", we ♡ you kikuo!,,,104,0.2913165266106443,0.04537521815008726,0,91.5
